product_id,product_name,warehouse_id,stock_qty,reorder_level,safety_stock,inventory_value
P00726,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",WH001,3931,317,75,1207.03
P00727,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",WH003,3125,68,253,28012.5
P00728,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",WH002,937,410,280,11452.1
P00729,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH004,2717,322,121,302.17
P00730,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,4508,447,286,161861.11
P00731,"Abacavir 300mg, tablets, 60 Tabs",WH001,4262,269,36,8136.63
P00732,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,382,486,295,39190.73
P00733,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH003,2291,498,135,111.51
P00734,"Efavirenz 600mg, tablets, 30 Tabs",WH003,3315,112,159,32901.12
P00735,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",WH002,1114,61,232,1066.77
P00736,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH004,4582,199,27,547979.91
P00737,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",WH003,960,179,43,158907.93
P00738,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",WH001,4231,446,182,171009.21
P00739,"#109435**HIV, OraQuick Controls Kit, 3 Vials",WH003,3345,202,242,127.53
P00740,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",WH001,2410,136,234,96.64
P00741,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,323,88,94,290491.07
P00742,"HIV 1/2, Clearview Complete Kit, 25 Tests",WH003,2522,64,27,1537.34
P00743,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,4715,81,128,2067.87
P00744,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",WH001,2923,438,241,194990.49
P00745,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH002,1562,98,63,614763.49
P00746,"Zidovudine 300mg, tablets, 60 Tabs",WH001,2267,357,214,1811.4
P00747,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH004,1734,319,75,171629.57
P00748,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH004,1379,261,211,1401.35
P00749,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,1966,258,116,39260.38
P00750,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,2415,64,105,178812.27
P00751,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH003,2492,177,79,217.47
P00752,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH004,3750,299,111,9306.59
P00753,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH002,3309,473,121,4361.82
P00754,"Efavirenz 600mg, tablets, 30 Tabs",WH004,3992,372,103,120650.87
P00755,"Stavudine 30mg, capsules, 60 Caps",WH003,1404,402,112,78854.41
P00756,"Lamivudine 150mg, tablets, 60 Tabs",WH001,2000,223,78,6007.06
P00757,"Lamivudine 150mg, tablets, 60 Tabs",WH004,1486,65,200,83923.47
P00758,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",WH004,3590,131,262,14540.83
P00759,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH002,4535,225,78,5925.45
P00760,"Zidovudine 300mg, tablets, 60 Tabs",WH004,1309,400,173,49434.68
P00761,"Nevirapine 200mg, tablets, 60 Tabs",WH001,3429,476,129,3009.04
P00762,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",WH004,4557,495,173,3546.19
P00763,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH004,535,288,41,3066.23
P00764,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,280,102,249,12275.49
P00765,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",WH002,3642,408,122,635.59
P00766,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH001,211,278,204,2416.25
P00767,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",WH003,3030,138,252,250.57
P00768,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH004,2976,268,124,5186.57
P00769,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",WH002,3748,272,83,11983.22
P00770,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH001,3356,90,159,17042.88
P00771,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",WH004,919,173,129,152524.43
P00772,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",WH002,4845,381,180,108126.57
P00773,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",WH001,2124,315,39,107.1
P00774,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",WH004,4920,354,260,1294.45
P00775,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",WH001,2368,271,101,2380.18
P00776,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,1615,138,230,523205.73
P00777,"HIV 1/2, Capillus HIV Kit, 100 Tests",WH002,3650,193,147,21979.35
P00778,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",WH003,2405,133,253,35375.92
P00779,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,4744,80,254,8720.93
P00780,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",WH001,2664,135,191,103394.33
P00781,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,3546,122,42,16316.67
P00782,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH004,1159,471,252,136580.73
P00783,"Lamivudine 150mg, tablets, 60 Tabs",WH004,2069,431,100,15368.2
P00784,"Stavudine 1mg/ml, powder for oral solution, 200 ml",WH001,2484,397,184,1807.67
P00785,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,3853,438,96,1682.68
P00786,"Efavirenz 600mg, tablets, 30 Tabs",WH001,2317,284,287,31424.57
P00787,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH002,4350,400,132,20414.47
P00788,"Stavudine 1mg/ml, powder for oral solution, 200 ml",WH001,3257,250,81,4519.72
P00789,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH004,334,431,270,399151.91
P00790,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",WH001,1021,370,90,30187.61
P00791,"Abacavir 300mg, tablets, 60 Tabs",WH003,2740,276,46,80560.98
P00792,"Zidovudine 300mg, tablets, 60 Tabs",WH001,4004,203,230,4824.32
P00793,"Efavirenz 600mg, tablets, 30 Tabs",WH002,1343,172,27,72711.64
P00794,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,1589,259,76,687380.96
P00795,"Stavudine 20mg [Zerit], capsules, 60 Caps",WH003,114,216,297,7051.89
P00796,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,4590,249,226,128058.83
P00797,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",WH004,3040,429,265,16079.53
P00798,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH002,779,95,295,5505.29
P00799,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",WH004,1824,490,26,109780.42
P00800,"HIV 1/2, Capillus HIV Kit, 100 Tests",WH004,4977,270,212,58372.5
P00801,"HIV 1/2, Capillus HIV Kit, 100 Tests",WH002,514,129,35,65708.96
P00802,"Zidovudine 300mg, tablets, 60 Tabs",WH003,1954,299,250,8796.43
P00803,"Efavirenz 600mg, tablets, 30 Tabs",WH001,4347,228,236,555050.12
P00804,"HIV 1/2, Capillus HIV Kit, 100 Tests",WH002,2980,115,35,418.05
P00805,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH004,180,330,42,135019.94
P00806,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",WH004,1423,319,48,7.74
P00807,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",WH004,4879,377,293,58.03
P00808,"Stavudine 30mg [Zerit], capsules, 60 Caps",WH003,1149,226,56,18276.47
P00809,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",WH002,726,257,161,5608.35
P00810,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",WH002,1731,172,203,4814.09
P00811,"HIV 1/2, Capillus HIV Kit, 100 Tests",WH002,1238,271,246,43548.18
P00812,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH004,2041,423,164,232127.02
P00813,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,3189,151,92,230340.62
P00814,"Stavudine 30mg [Zerit], capsules, 60 Caps",WH002,1187,333,59,1762.4
P00815,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH002,4313,464,277,28420.16
P00816,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",WH001,1935,71,54,26602.78
P00817,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH004,1949,251,61,100220.44
P00818,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,3459,257,139,39045.52
P00819,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",WH003,4255,146,241,1948.3
P00820,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",WH001,509,297,235,51.13
P00821,"Stavudine 30mg [Zerit], capsules, 60 Caps",WH003,705,194,69,3985.23
P00822,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",WH003,4397,416,190,853.03
P00823,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",WH002,4017,186,241,5019.71
P00824,"Zidovudine 100mg, capsules, 100 Caps",WH002,2846,217,247,12845.06
P00825,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",WH002,1349,148,273,2347.73
P00826,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH003,1214,147,243,131008.44
P00827,"Efavirenz 600mg, tablets, 30 Tabs",WH004,2946,238,50,91857.65
P00828,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",WH004,3918,326,103,3909.79
P00829,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH002,3145,319,101,716.82
P00830,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH001,4815,92,30,355.29
P00831,"Primaquine 15mg base (as diphosphate), tablets, 1000 Tabs",WH002,2624,174,142,2602.89
P00832,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",WH003,1741,404,283,24.6
P00833,"Efavirenz 600mg, tablets, 30 Tabs",WH001,4517,187,179,707417.77
P00834,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH004,4909,205,91,9630.59
P00835,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH002,1724,79,172,472018.37
P00836,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",WH002,3980,451,181,1808.1
P00837,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",WH004,318,130,166,823.16
P00838,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,3602,439,188,13767.55
P00839,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",WH003,4232,270,110,12505.24
P00840,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",WH004,835,173,274,97.45
P00841,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH002,1887,116,274,179.03
P00842,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs",WH004,2777,264,232,23527.31
P00843,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",WH002,1368,176,143,17.22
P00844,"#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",WH004,3283,438,102,11806.03
P00845,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH002,436,93,80,289392.96
P00846,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH002,3441,332,299,51853.93
P00847,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,2285,161,127,339909.52
P00848,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",WH003,354,170,231,100627.54
P00849,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,3520,273,47,48336.42
P00850,"Stavudine 30mg, capsules, 60 Caps",WH002,3470,137,144,56637.11
P00851,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,2307,100,34,248587.5
P00852,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,407,483,128,23498.74
P00853,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,1059,381,180,14859.53
P00854,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,1872,412,277,51840.78
P00855,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH002,330,175,159,134595.2
P00856,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",WH001,1141,296,179,159.46
P00857,"Lamivudine 150mg, tablets, 60 Tabs",WH001,2544,224,116,22679.12
P00858,"Stavudine 30mg [Zerit], capsules, 60 Caps",WH004,3626,385,176,12453.31
P00859,"Zidovudine 300mg, tablets, 60 Tabs",WH002,3424,424,31,67291.86
P00860,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",WH003,3565,306,71,54.49
P00861,"Stavudine 30mg, capsules, 60 Caps",WH004,491,94,113,57583.41
P00862,"Lamivudine 150mg, tablets, 60 Tabs",WH002,2734,499,209,451.9
P00863,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH001,2716,216,128,5535.95
P00864,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",WH004,3615,136,110,79.71
P00865,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH004,4328,163,204,12209.15
P00866,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",WH001,974,61,289,1408.62
P00867,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH003,571,221,193,1416.8
P00868,"Stavudine 20mg [Zerit], capsules, 60 Caps",WH001,445,294,80,1971.75
P00869,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",WH004,2101,146,108,16019.9
P00870,"Zidovudine 300mg, tablets, 60 Tabs",WH003,4512,416,97,35575.78
P00871,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,974,119,90,45340.37
P00872,"Lamivudine 150mg, tablets, 60 Tabs",WH002,892,204,237,28754.69
P00873,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH002,4620,214,284,19793.39
P00874,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH002,3624,227,164,3349.39
P00875,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,4022,178,224,41728.46
P00876,"Stavudine 30mg, capsules, 60 Caps",WH001,3867,451,140,4893.4
P00877,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",WH001,3340,365,270,7059.04
P00878,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH001,4462,290,246,3749.73
P00879,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,3684,184,113,646827.33
P00880,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,3118,171,247,382308.19
P00881,"Efavirenz 600mg, tablets, 30 Tabs",WH003,4319,354,105,170680.72
P00882,"HIV 1/2, Clearview Complete Kit, 25 Tests",WH002,726,249,42,1507.31
P00883,"HIV 1/2, Clearview Complete Kit, 25 Tests",WH004,3132,172,25,44591.83
P00884,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,2534,461,223,7255.27
P00885,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",WH004,2654,108,211,5258.97
P00886,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",WH003,3269,466,211,14566.16
P00887,"Stavudine 30mg, capsules, 60 Caps",WH004,263,362,146,4556.66
P00888,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",WH003,896,110,109,1344.57
P00889,"Efavirenz 50mg, capsule, 30 Caps",WH003,1653,271,253,2432.9
P00890,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1575,321,206,313784.6
P00891,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,3288,470,199,3996.97
P00892,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",WH002,3620,285,89,33965.3
P00893,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",WH003,1177,385,164,88898.26
P00894,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",WH003,2231,350,50,1380.31
P00895,"Efavirenz 600mg, tablets, 30 Tabs",WH002,556,192,252,223377.95
P00896,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",WH002,2720,445,266,191272.15
P00897,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,490,153,284,20482.68
P00898,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",WH002,681,407,47,6701.15
P00899,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1127,160,90,22645.14
P00900,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH001,4518,348,105,2597.57
P00901,"Lamivudine 150mg, tablets, 60 Tabs",WH003,2495,354,30,4853.94
P00902,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",WH003,3888,447,284,5781.62
P00903,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",WH001,3035,451,238,82673.98
P00904,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH002,4821,363,28,67078.93
P00905,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,1070,252,154,20026.73
P00906,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH004,3121,90,76,52717.1
P00907,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,3247,174,171,149968.4
P00908,"Abacavir 300mg, tablets, 60 Tabs",WH004,3722,300,241,581340.42
P00909,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH002,2737,311,258,409790.55
P00910,"Indinavir 400mg [Crixivan], capsules, 180 Caps",WH001,3581,359,65,18420.4
P00911,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH004,4366,121,93,25372.85
P00912,"Lamivudine 150mg, tablets, 60 Tabs",WH004,1728,201,34,5205.5
P00913,"Stavudine 15mg, capsules, 60 Caps",WH004,2873,344,250,979.54
P00914,"Stavudine 40mg, capsules, 60 Caps",WH001,2291,219,83,712.58
P00915,"Efavirenz 600mg, tablets, 30 Tabs",WH003,4386,412,274,173812.51
P00916,"Zidovudine 300mg, tablets, 60 Tabs",WH002,3705,447,141,12623.64
P00917,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH001,3323,465,218,390692.04
P00918,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,959,372,168,228.44
P00919,"Zidovudine 300mg, tablets, 60 Tabs",WH003,623,222,287,5672.72
P00920,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH002,4026,110,192,81586.58
P00921,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,2036,418,200,25973.63
P00922,"Lamivudine 150mg, tablets, 60 Tabs",WH002,1197,384,96,12414.14
P00923,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",WH003,4271,444,240,19471.04
P00924,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,140,183,186,15600.1
P00925,"Indinavir 400mg [Crixivan], capsules, 180 Caps",WH003,2034,276,289,44720.92
P00926,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",WH004,2733,213,192,7538.44
P00927,"Zidovudine 300mg, tablets, 60 Tabs",WH001,3102,494,37,10377.66
P00928,"Stavudine 30mg, capsules, 60 Caps",WH002,1321,449,288,2569.05
P00929,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH004,3685,289,88,318973.92
P00930,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",WH002,525,254,274,1522.26
P00931,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH001,3004,186,65,14126.17
P00932,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",WH001,4666,446,183,4882.38
P00933,"Efavirenz 600mg, tablets, 30 Tabs",WH003,2669,493,244,503963.21
P00934,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",WH001,3143,81,276,43638.19
P00935,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,232,493,143,245333.75
P00936,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH004,393,236,143,110401.27
P00937,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1182,264,31,148715.42
P00938,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",WH004,2456,493,75,362296.92
P00939,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH001,4625,60,65,1091.41
P00940,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",WH002,2345,376,206,5720.99
P00941,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",WH003,3719,261,203,10531.32
P00942,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,4993,305,173,119670.41
P00943,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH001,4955,488,34,114617.68
P00944,"Stavudine 30mg, capsules, 60 Caps",WH004,2247,285,37,3721.94
P00945,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,4070,138,144,411539.29
P00946,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2376,471,181,188435.36
P00947,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,1483,283,178,71940.34
P00948,"Nevirapine 200mg, tablets, 60 Tabs",WH004,2956,388,75,389222.36
P00949,"Stavudine 1mg/ml, powder for oral solution, 200 ml",WH003,2135,161,275,19387.55
P00950,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH002,3122,372,212,1378.31
P00951,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH004,4832,346,71,3087.89
P00952,"Lamivudine 150mg, tablets, 60 Tabs",WH004,2064,346,91,7880.67
P00953,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,2814,240,188,327058.79
P00954,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH003,1407,419,131,147842.08
P00955,"Efavirenz 50mg, capsule, 30 Caps",WH004,799,289,204,14058.41
P00956,"Nevirapine 200mg, tablets, 60 Tabs",WH001,518,378,60,29557.77
P00957,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1717,246,170,18060.52
P00958,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",WH003,2426,203,102,151609.4
P00959,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,3197,387,62,6016.89
P00960,"Stavudine 30mg, capsules, 60 Caps",WH002,4619,246,204,154.06
P00961,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH003,416,490,157,6356.05
P00962,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",WH002,498,333,102,146262.46
P00963,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH001,3806,86,238,232217.38
P00964,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,690,486,284,3939.11
P00965,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",WH003,3874,439,233,28.25
P00966,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,2785,235,195,142428.82
P00967,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1168,183,166,132592.44
P00968,"HIV 2, New LAV Blot 2 HIV Kit, 18 Tests",WH001,2854,320,67,1409.74
P00969,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",WH004,3527,115,208,1332.42
P00970,"Efavirenz 600mg, tablets, 30 Tabs",WH001,3456,53,214,381172.14
P00971,"Stavudine 1mg/ml, powder for oral solution, 200 ml",WH002,3250,321,62,13349.28
P00972,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH004,3700,221,233,13158.51
P00973,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH002,972,447,153,421.05
P00974,"Lamivudine 150mg, tablets, 60 Tabs",WH002,4644,332,102,9086.25
P00975,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH003,1236,221,286,691375.33
P00976,"Nevirapine 200mg, tablets, 60 Tabs",WH003,4082,463,248,4653.44
P00977,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH004,3070,338,138,2458.6
P00978,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,2374,156,62,22440.47
P00979,"Efavirenz 600mg, tablets, 30 Tabs",WH001,4923,331,263,245520.29
P00980,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2438,317,32,255524.15
P00981,"HIV, Bioline HIV 1/2 3.0 Kit, [DON] 25 Tests",WH001,3344,438,294,0.04
P00982,"HIV, Bioline HIV 1/2 3.0 Kit, [DON] 25 Tests",WH002,2407,232,92,17.12
P00983,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",WH003,1771,265,289,2019.58
P00984,"Abacavir 300mg, tablets, 60 Tabs",WH003,2853,329,100,10593.86
P00985,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",WH003,3334,382,70,17819.5
P00986,"Stavudine 30mg, capsules, 60 Caps",WH001,2274,477,270,5674.65
P00987,"Stavudine 30mg, capsules, 60 Caps",WH002,217,75,253,102275.83
P00988,"Efavirenz 600mg, tablets, 30 Tabs",WH003,739,241,211,213962.44
P00989,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",WH003,2531,197,197,8603.12
P00990,"Nevirapine 200mg, tablets, 60 Tabs",WH001,2083,225,154,77008.9
P00991,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",WH002,3198,391,92,48910.92
P00992,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",WH002,1947,88,255,115946.29
P00993,"Efavirenz 600mg, tablets, 30 Tabs",WH002,1526,66,147,43675.63
